degree,specialization,skills,certifications,cgpa,graduation_year,internship_experience,job_role
B.Arch,Interior Design,"Space Planning, Material Selection, AutoCAD, SketchUp",None,6.7,2025,0,Interior Designer
LLB,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,5.82,2025,0,Corporate Lawyer
B.Sc,Data Science,"Pandas, Python, Big Data, R",IBM Data Science,9.6,2027,0,Data Scientist
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,6.01,2026,0,Quality Control Manager
MCA,Computer Applications,"Problem Solving, Communication",None,6.67,2025,0,System Admin
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,6.64,2027,1,Quality Control Manager
M.Com,Finance,"Excel, Accounting, SAP",FRM,8.57,2026,0,Financial Analyst
LLM,International Law,"Problem Solving, Communication",None,7.15,2023,0,International Lawyer
B.Com,Finance,"Financial Modeling, Valuation, Excel, SAP",Financial Modeling,9.0,2025,1,Financial Analyst
BA,Sociology,"Problem Solving, Communication",None,6.69,2026,0,Social Researcher
M.Com,Finance,"Financial Modeling, Excel, SAP, Communication",CPA,7.83,2026,0,Financial Analyst
B.Tech,Civil Engineering,"Surveying, Structural Analysis, Revit, AutoCAD",AutoCAD Certified,6.5,2026,1,Civil Engineer
B.Sc,Mathematics,"Classroom Management, Curriculum Design, Communication",None,9.9,2024,1,Teacher
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,6.07,2025,0,Software Developer
LLM,Intellectual Property Law,"Problem Solving, Communication",None,7.87,2025,1,IP Consultant
MCA,Computer Applications,"SQL, Java, .NET, Object Oriented Programming",None,8.26,2024,1,Software Developer
BA,Psychology,"Counseling, Behavioral Analysis, Research, Psychotherapy, Communication",None,8.0,2027,1,Psychologist
LLB,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,7.28,2025,0,Corporate Lawyer
BCA,Computer Applications,"WordPress, React, CSS, JavaScript",None,7.34,2025,0,Web Developer
PhD,Physics,"Tableau, Python, Power BI",None,7.55,2027,0,Data Analyst
MA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,7.32,2024,1,Teacher
B.Sc,Data Science,"Pandas, Data Visualization, R, Big Data",IBM Data Science,8.66,2025,1,Data Scientist
M.Com,Finance,"Valuation, Excel, SAP, Accounting",Financial Modeling,9.9,2025,0,Financial Analyst
M.Sc,Biotechnology,"Problem Solving, Communication",None,6.83,2025,1,Biotech Consultant
BBA,Human Resources,"Problem Solving, Communication",None,5.86,2025,1,Recruitment Specialist
LLB,Constitutional Law,"Problem Solving, Communication",None,7.39,2026,1,Constitutional Lawyer
B.Arch,Architecture,"Building Codes, Revit, AutoCAD, SketchUp",None,9.9,2027,1,Architect
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection",None,6.54,2026,1,Interior Designer
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,9.47,2023,1,Quality Control Manager
MBA,Finance,"Excel, Accounting, Valuation",CPA,9.51,2024,1,Financial Analyst
BA,History,"Classroom Management, Subject Knowledge, Communication",None,6.84,2025,0,Teacher
PhD,Computer Science,"C++, Data Structures, Java",AWS Certified,8.18,2024,1,Software Engineer
B.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks",None,9.45,2024,1,Accountant
M.Com,Finance,"Auditing, QuickBooks, Excel, Taxation",FRM,7.05,2027,1,Accountant
M.Com,Accounting,"Auditing, Excel, Taxation, Tally",None,7.26,2025,0,Accountant
M.Tech,Computer Science,"C++, Communication, Java, SQL, Data Structures, Algorithms",Google Cloud,6.8,2024,1,Software Engineer
BBA,Business Analytics,"SQL, Tableau, Excel, Power BI",CBAP,6.28,2023,1,Data Analyst
MA,Sociology,"Problem Solving, Communication",None,6.72,2026,1,Social Researcher
M.Tech,AI,"Neural Networks, Deep Learning, TensorFlow, Python, PyTorch",None,6.03,2027,1,AI Engineer
M.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks, Communication",None,7.54,2025,1,Accountant
PhD,Computer Science,"C++, Java, SQL, Data Structures, Algorithms",None,6.58,2025,1,Software Engineer
B.Tech,Civil Engineering,"Problem Solving, Communication",AutoCAD Certified,7.78,2026,1,Structural Engineer
PhD,Mathematics,"Tableau, Excel, Python, Power BI",None,5.63,2026,0,Data Analyst
PhD,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,7.9,2024,0,Research Scientist
PhD,Mathematics,"SAS, SPSS, R",None,8.5,2024,1,Statistician
M.Com,Finance,"Excel, Accounting, Financial Modeling, Valuation, SAP",FRM,5.11,2026,0,Financial Analyst
BBA,Business Analytics,"Visio, SQL, Business Intelligence",None,7.95,2025,1,Business Analyst
B.Pharm,Pharmacy,"Drug Safety, Patient Counseling, Dispensing, Pharmacology",None,8.97,2024,1,Pharmacist
B.Com,Accounting,"Problem Solving, Communication",None,6.05,2027,0,Auditor
MCA,Computer Applications,"PHP, HTML, React, CSS",None,9.51,2026,1,Web Developer
MBA,Marketing,"Content Strategy, Google Analytics, Digital Marketing, CRM, Communication, SEO",None,8.0,2023,1,Marketing Manager
LLM,Corporate Law,"Mergers, Compliance, Communication, Corporate Law",None,6.65,2024,1,Corporate Lawyer
B.Arch,Architecture,"Problem Solving, Communication",None,7.43,2023,0,Project Manager
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,8.17,2024,1,Pharmaceutical Chemist
BA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,7.59,2025,0,Teacher
BA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,8.15,2026,0,Teacher
M.Com,Accounting,"Auditing, QuickBooks, Taxation, Tally",None,6.4,2026,0,Accountant
MBBS,Pediatrics,"Problem Solving, Communication",None,7.7,2026,0,Pediatrician
M.Arch,Urban Planning,"Problem Solving, Communication",None,5.8,2024,1,Urban Planner
M.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks",None,7.37,2026,0,Accountant
BBA,Human Resources,"Recruitment, Employee Relations, Conflict Resolution, HRIS, Payroll, Communication",PHR,6.42,2024,1,HR Manager
PhD,Computer Science,"Go, Django, Python",AWS Certified,6.62,2023,1,Backend Developer
MCA,Computer Applications,"Problem Solving, Communication",None,8.98,2025,1,System Admin
LLB,Constitutional Law,"Problem Solving, Communication",None,8.81,2025,1,Constitutional Lawyer
B.Arch,Interior Design,"Material Selection, AutoCAD, SketchUp",None,8.23,2023,1,Interior Designer
BCA,Computer Applications,".NET, Java, C#",None,6.19,2023,1,Software Developer
M.Com,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research",CFA,7.12,2026,0,Investment Analyst
B.Tech,Electrical Engineering,"PLC, Circuit Design, Power Systems, MATLAB, SCADA",None,8.96,2025,1,Electrical Engineer
LLM,Corporate Law,"Problem Solving, Communication",None,7.67,2027,1,Legal Advisor
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, Material Selection, Communication",None,9.9,2026,0,Interior Designer
BBA,Human Resources,"Problem Solving, Communication",None,7.97,2027,1,Recruitment Specialist
LLM,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,7.73,2025,0,Corporate Lawyer
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL, Communication",None,7.13,2025,0,Software Developer
LLM,International Law,"Problem Solving, Communication",None,7.66,2024,1,Diplomat
MBBS,General Medicine,"Communication, Diagnosis, Patient Care, Medicine",None,7.32,2026,1,General Practitioner
MBA,Business Analytics,"Visio, SQL, Tableau, Excel",Power BI Data Analyst,8.35,2025,1,Business Analyst
M.Sc,Biotechnology,"Problem Solving, Communication",None,8.65,2024,0,Research Associate
B.Arch,Architecture,"3D Modeling, AutoCAD, SketchUp",None,6.56,2026,1,Architect
M.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks",None,5.9,2025,0,Accountant
M.Sc,Statistics,"SAS, Statistical Modeling, Probability, R",None,5.3,2026,0,Statistician
M.Tech,Computer Science,"C++, SQL, Data Structures, Algorithms",None,8.11,2025,1,Software Engineer
B.Pharm,Pharmacy,"Patient Counseling, Drug Safety, Pharmacology",None,6.18,2024,1,Pharmacist
M.Arch,Urban Planning,"Problem Solving, Communication",None,5.0,2026,0,Urban Planner
LLB,Criminal Law,"Criminal Law, Litigation, Evidence, Court Procedures, Communication",None,7.97,2026,1,Criminal Lawyer
PhD,Biotechnology,"Problem Solving, Communication",None,9.9,2026,0,Research Associate
M.Sc,Biotechnology,"Problem Solving, Communication",None,7.49,2025,1,Research Associate
BCA,Computer Applications,"Object Oriented Programming, C#, Java, SQL, Communication",None,8.51,2027,1,Software Developer
MBBS,Pediatrics,"Problem Solving, Communication",None,7.6,2026,1,Pediatrician
MCA,Computer Applications,".NET, Java, C#, Object Oriented Programming",None,7.38,2023,0,Software Developer
MBA,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research, Communication",None,8.6,2023,1,Investment Analyst
MBA,Marketing,"Email Marketing, Google Ads, SEO",Google Ads,7.15,2025,1,Digital Marketer
BBA,Marketing,"Email Marketing, Social Media, Google Ads, SEO",None,7.82,2027,0,Digital Marketer
MCA,Computer Applications,"C#, SQL, .NET, Object Oriented Programming",None,7.89,2024,1,Software Developer
B.Com,Finance,"Financial Analysis, Excel, Portfolio Management, Equity Research, Communication",Financial Modeling,6.7,2025,0,Investment Analyst
MA,English,"Research, Editing, Blogging, SEO",None,8.69,2026,0,Content Writer
PhD,Mathematics,"R, Statistical Modeling, Probability",None,7.29,2025,1,Statistician
BBA,Finance,"Auditing, QuickBooks, Excel, Tally",CFA,6.59,2025,1,Accountant
MA,Economics,"Problem Solving, Communication",None,8.14,2024,1,Policy Analyst
MBA,Operations,"Six Sigma, Logistics, Supply Chain",None,6.42,2023,0,Operations Manager
BCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,7.53,2027,1,Software Developer
B.Com,Accounting,"QuickBooks, Excel, Tally",None,7.49,2027,0,Accountant
M.Sc,Data Science,"SQL, Excel, Python, Power BI",IBM Data Science,8.8,2024,0,Data Analyst
MBBS,General Medicine,"Health Promotion, Diagnosis, Patient Care, Medicine",None,8.07,2026,1,General Practitioner
M.Sc,Data Science,"Excel, Statistics, Python",Google Data Analytics,7.47,2024,1,Data Analyst
BA,History,"Problem Solving, Communication",None,8.48,2024,1,Archivist
M.Tech,AI,"Pandas, Machine Learning, Python",AWS Machine Learning,9.17,2025,0,Data Scientist
M.Arch,Sustainable Design,"Problem Solving, Communication",None,8.17,2025,1,Green Building Analyst
B.Arch,Architecture,"Problem Solving, Communication",None,7.51,2027,1,Project Manager
B.Com,Finance,"Financial Modeling, Valuation, Excel, SAP",None,5.93,2025,0,Financial Analyst
B.Sc,Chemistry,"Problem Solving, Communication",None,6.22,2025,0,Lab Technician
LLM,International Law,"Problem Solving, Communication",None,7.13,2027,0,International Lawyer
MCA,Computer Applications,"Object Oriented Programming, .NET, Java, SQL, Communication",None,6.77,2026,0,Software Developer
M.Tech,Mechanical Engineering,"SolidWorks, AutoCAD, Thermodynamics, Ansys, Communication",AutoCAD Certified,7.28,2023,1,Mechanical Engineer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,7.57,2025,0,Sustainable Design Consultant
B.Pharm,Pharmacy,"Problem Solving, Communication",None,8.14,2026,1,Drug Safety Associate
B.Sc,Data Science,"Pandas, Communication, Python, Machine Learning, Data Visualization, R",Google Data Analytics,7.42,2024,1,Data Scientist
B.Tech,AI,"Neural Networks, Deep Learning, TensorFlow, Python, PyTorch",TensorFlow Developer,8.08,2024,1,AI Engineer
B.Arch,Architecture,"Building Codes, AutoCAD, SketchUp",None,7.58,2025,0,Architect
BA,English,"Classroom Management, Subject Knowledge, Curriculum Design, Communication",None,5.13,2025,0,Teacher
BBA,Marketing,"Content Creation, Google Ads, SEO, Email Marketing",None,6.37,2025,0,Digital Marketer
B.Com,Finance,"Financial Modeling, Excel, SAP",CPA,7.33,2027,0,Financial Analyst
M.Arch,Sustainable Design,"Problem Solving, Communication",None,6.05,2026,0,Sustainable Design Consultant
BCA,Computer Applications,"Problem Solving, Communication",None,8.22,2025,1,System Admin
BA,Economics,"Problem Solving, Communication",None,9.34,2026,1,Policy Analyst
M.Sc,Data Science,"Big Data, Python, Machine Learning, Data Visualization, Communication",None,8.96,2023,1,Data Scientist
B.Arch,Architecture,"Problem Solving, Communication",None,7.24,2024,0,Project Manager
BA,Sociology,"Problem Solving, Communication",None,9.29,2023,1,Social Researcher
M.Tech,AI,"Pandas, Machine Learning, Scikit-learn, Communication",DeepLearning.AI,7.68,2026,1,Machine Learning Engineer
B.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks",None,7.1,2023,0,Accountant
M.Sc,Biotechnology,"Problem Solving, Communication",None,6.76,2025,0,Lab Manager
B.Com,Banking,"Problem Solving, Communication",None,7.14,2023,0,Banking Officer
B.Sc,Physics,"Classroom Management, Curriculum Design, Communication",None,7.03,2025,1,Teacher
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection",None,7.7,2025,1,Interior Designer
M.Tech,AI,"Statistics, Pandas, Machine Learning, Scikit-learn",DeepLearning.AI,7.69,2026,1,Machine Learning Engineer
M.Com,Accounting,"Excel, Tally, Taxation, Auditing, QuickBooks, Communication",None,7.5,2025,1,Accountant
B.Sc,Mathematics,"Tableau, SQL, Statistics, Communication, Power BI",None,8.02,2025,1,Data Analyst
BA,Sociology,"Problem Solving, Communication",None,8.93,2026,0,Social Researcher
MBA,Business Analytics,"Excel, Business Intelligence, Tableau, Visio, SQL",Power BI Data Analyst,8.64,2025,0,Business Analyst
M.Tech,Computer Science,"C++, Data Structures, Java, Algorithms",None,5.72,2026,1,Software Engineer
M.Com,Finance,"Financial Modeling, Valuation, Excel, Accounting",CPA,5.0,2023,0,Financial Analyst
LLM,Intellectual Property Law,"Problem Solving, Communication",None,8.62,2026,1,IP Consultant
LLB,Corporate Law,"Drafting, Contract Law, Mergers, Compliance, Corporate Law",None,5.86,2027,0,Corporate Lawyer
M.Com,Finance,"Communication, Excel, Portfolio Management, Equity Research",None,7.23,2027,1,Investment Analyst
B.Sc,Chemistry,"Problem Solving, Communication",None,6.1,2024,1,Lab Technician
MCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,5.34,2024,0,Software Developer
MBA,Human Resources,"Employee Relations, HRIS, Payroll, Recruitment",PHR,8.15,2026,1,HR Manager
BCA,Computer Applications,"SQL, Java, Object Oriented Programming, Communication",None,8.41,2026,0,Software Developer
BCA,Computer Applications,"Object Oriented Programming, .NET, Java, SQL, Communication",None,6.81,2026,1,Software Developer
M.Arch,Sustainable Design,"Problem Solving, Communication",None,5.0,2026,0,Sustainable Design Consultant
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, AutoCAD, Material Selection, Communication",None,6.84,2023,0,Interior Designer
BA,Sociology,"Problem Solving, Communication",None,7.97,2025,1,Social Researcher
MCA,Computer Applications,"Object Oriented Programming, .NET, C#, Java, SQL",None,5.73,2025,1,Software Developer
MCA,Computer Applications,"Problem Solving, Communication",None,7.72,2024,0,System Admin
BCA,Computer Applications,"SQL, Java, C#, Object Oriented Programming",None,7.48,2026,0,Software Developer
M.Arch,Urban Planning,"Problem Solving, Communication",None,8.2,2025,1,Urban Planner
BCA,Computer Applications,".NET, Java, C#, Object Oriented Programming",None,7.64,2024,1,Software Developer
M.Tech,Computer Science,"Rest APIs, Python, SQL, Django, Communication",AWS Certified,6.33,2024,0,Backend Developer
B.Arch,Interior Design,"Color Theory, Material Selection, AutoCAD",None,8.94,2024,1,Interior Designer
M.Sc,Chemistry,"Problem Solving, Communication",None,7.31,2024,0,Lab Technician
M.Arch,Urban Planning,"Problem Solving, Communication",None,7.47,2025,0,City Planner
MA,Sociology,"Problem Solving, Communication",None,6.38,2027,1,HR Specialist
BBA,Business Analytics,"Excel, Statistics, Python, Power BI",Tableau Desktop Specialist,6.97,2026,0,Data Analyst
B.Pharm,Pharmacy,"Problem Solving, Communication",None,6.44,2027,0,Drug Safety Associate
BCA,Computer Applications,"Java, C#, Object Oriented Programming, Communication",None,7.29,2024,0,Software Developer
LLB,Corporate Law,"Drafting, Mergers, Compliance, Corporate Law",None,9.55,2025,1,Corporate Lawyer
MBA,Operations,"Supply Chain, Inventory Management, Logistics, Six Sigma, Communication",None,5.85,2027,1,Operations Manager
B.Arch,Interior Design,"Color Theory, Space Planning, SketchUp, Material Selection, Communication",None,5.56,2023,0,Interior Designer
B.Com,Accounting,"QuickBooks, Excel, Taxation, Tally",None,9.27,2026,1,Accountant
B.Pharm,Pharmaceutical Chemistry,"Problem Solving, Communication",None,7.25,2026,0,Pharmaceutical Chemist
MBA,Human Resources,"Employee Relations, HRIS, Conflict Resolution, Recruitment",None,6.7,2025,0,HR Manager
B.Sc,Physics,"Research, Lab Techniques, Data Analysis, Technical Writing",None,8.75,2025,1,Research Scientist
BCA,Computer Applications,"C#, Java, .NET, Object Oriented Programming",None,6.77,2023,0,Software Developer
M.Com,Accounting,"Communication, Auditing, Taxation, Tally",None,9.69,2026,1,Accountant
MBA,Business Analytics,"Visio, SQL, Tableau, Excel",Tableau Desktop Specialist,8.31,2025,0,Business Analyst
BA,English,"Problem Solving, Communication",None,6.91,2023,1,Editor
B.Pharm,Pharmacy,"Drug Safety, Patient Counseling, Dispensing",None,9.9,2024,0,Pharmacist
